PEDOT-HTL (L1)>>thickness,PEDOT-HTL (L1)>>band gap,PEDOT-HTL (L1)>>electron affinity,N-CS2AgBiBr6 (L2)>>thickness,N-CS2AgBiBr6 (L2)>>band gap,N-CS2AgBiBr6 (L2)>>electron affinity,P-CsPb(I0.6Br0.4)3 (L3)>>thickness,P-CsPb(I0.6Br0.4)3 (L3)>>band gap,P-CsPb(I0.6Br0.4)3 (L3)>>electron affinity,Voc,Jsc,FF,eta,V_MPP,J_MPP,source_file
0.1837,1.576,3.495,0.5594,1.881,3.729,3.993,2.076,3.993,1.403897,15.3918595,53.6101,11.5844,1.149946,10.07385345,part3_cleaned.csv
0.09629,1.313,3.719,0.2121,2.195,3.741,3.604,1.626,3.604,1.452661,24.37528319,83.4262,29.5404,1.314829,22.46710591,part3_cleaned.csv
0.4011,1.758,3.561,0.3332,2.205,3.727,3.628,1.739,3.628,1.509265,20.94317716,82.094,25.9489,1.365207,19.00732211,part3_cleaned.csv
0.09166,1.395,3.591,0.8242,1.804,3.809,3.694,1.863,3.694,1.614311,17.33730909,81.6513,22.8524,1.47517,15.49137767,part3_cleaned.csv
0.5814,1.272,3.726,0.4066,2.264,3.839,3.945,1.659,3.945,1.414393,23.13832573,82.8121,27.1016,1.271583,21.31331576,part3_cleaned.csv
0.3105,1.52,3.545,0.8435,2.084,3.868,3.73,2.063,3.73,1.667823,15.40539599,75.5651,19.4153,1.429766,13.57935407,part3_cleaned.csv
0.3509,1.379,3.792,0.5701,2.041,3.806,3.989,1.961,3.989,1.419128,16.1921374,79.0869,18.1732,1.257968,14.44644422,part3_cleaned.csv
0.3814,1.225,3.691,0.4477,2.373,3.839,3.724,1.945,3.724,1.666285,16.27349481,80.3216,21.7802,1.511164,14.41288183,part3_cleaned.csv
0.5102,1.249,3.636,0.8455,2.075,3.952,3.97,1.633,3.97,1.390217,24.01081275,82.8113,27.6426,1.246107,22.18317446,part3_cleaned.csv
0.4915,1.604,3.496,0.282,2.003,3.731,3.893,1.809,3.893,1.509975,18.76556555,82.2826,23.3152,1.371754,16.99664126,part3_cleaned.csv
0.3454,1.302,3.468,0.8606,2.099,3.803,3.859,1.863,3.859,1.545647,17.34706863,81.8171,21.9372,1.406857,15.59303249,part3_cleaned.csv
0.0772,1.246,3.729,0.6942,2.246,3.751,3.702,1.645,3.702,1.423031,23.70190538,82.7007,27.8938,1.278637,21.8152281,part3_cleaned.csv
0.5312,1.29,3.772,0.5508,1.877,3.808,3.837,1.998,3.837,1.569444,15.76512783,78.0466,19.3107,1.382463,13.96829942,part3_cleaned.csv
0.5304,1.789,3.491,0.626,2.172,3.64,3.922,1.916,3.922,1.48576,16.32647271,80.9011,19.6244,1.341139,14.63260438,part3_cleaned.csv
0.1303,1.278,3.752,0.4682,2.036,3.965,3.946,1.747,3.946,1.455974,20.1025605,82.5326,24.1563,1.317084,18.34073936,part3_cleaned.csv
0.5309,1.22,3.557,0.6365,2.226,3.629,3.925,1.855,3.925,1.481519,17.36589451,81.8714,21.0638,1.344351,15.66836409,part3_cleaned.csv
0.1356,1.746,3.539,0.4972,1.977,3.979,3.754,2.098,3.754,1.63033,15.33221423,74.3644,18.5885,1.372933,13.53928654,part3_cleaned.csv
0.3489,1.501,3.64,0.6353,2.335,3.831,3.725,2.098,3.725,1.658092,15.32707398,74.518,18.9378,1.400804,13.51922854,part3_cleaned.csv
0.3835,1.541,3.666,0.6676,1.958,3.76,3.799,1.764,3.799,1.520173,20.03639752,82.4615,25.1168,1.380186,18.19810778,part3_cleaned.csv
0.4532,1.291,3.646,0.4229,2.126,3.676,3.603,1.905,3.603,1.655869,16.90022991,80.9358,22.6495,1.510861,14.99113837,part3_cleaned.csv
0.1459,1.284,3.559,0.3198,1.85,3.89,3.746,2.075,3.746,1.648306,15.39708934,75.0668,19.0513,1.402299,13.58576204,part3_cleaned.csv
0.06003,1.668,3.51,0.3116,2.068,3.788,3.755,2.016,3.755,1.648748,15.72983519,77.4541,20.0874,1.446682,13.88511789,part3_cleaned.csv
0.3209,1.213,3.748,0.7119,1.948,3.843,3.67,1.88,3.67,1.63075,17.28740034,81.4794,22.9702,1.489612,15.42025546,part3_cleaned.csv
0.2524,1.497,3.501,0.632,2.154,3.78,3.848,1.849,3.848,1.553229,18.05470616,82.0296,23.0036,1.414439,16.26343218,part3_cleaned.csv
0.5164,1.513,3.546,0.3916,2.009,3.707,3.824,1.644,3.824,1.408666,23.62748438,82.7291,27.5349,1.264839,21.76950274,part3_cleaned.csv
0.2758,1.545,3.584,0.4373,2.174,3.803,3.982,1.807,3.982,1.425512,18.77884678,82.233,22.0133,1.28862,17.08287117,part3_cleaned.csv
0.09957,1.515,3.748,0.4521,2.232,3.733,3.725,1.772,3.725,1.529927,19.99720046,82.2912,25.1764,1.389103,18.12418973,part3_cleaned.csv
0.5779,1.559,3.539,0.697,1.916,3.712,3.726,1.958,3.726,1.668891,16.21420917,79.9362,21.6305,1.507788,14.3458737,part3_cleaned.csv
0.391,1.254,3.516,0.6363,1.843,3.605,3.657,2.056,3.657,1.73158,15.40768206,76.3067,20.3584,1.504498,13.53165302,part3_cleaned.csv
0.4949,1.435,3.572,0.4147,2.057,3.937,3.72,1.903,3.72,1.644633,17.01783655,81.3117,22.7576,1.501117,15.16044028,part3_cleaned.csv
0.434,1.457,3.661,0.8699,2.308,3.978,3.822,1.931,3.822,1.583826,16.30643611,80.6147,20.82,1.433201,14.52693299,part3_cleaned.csv
0.271,1.667,3.42,0.3647,2.245,3.801,3.656,1.992,3.656,1.716086,15.7663918,78.9014,21.348,1.539875,13.86343424,part3_cleaned.csv
0.3373,1.537,3.482,0.8917,2.032,3.732,3.949,1.985,3.949,1.458675,15.77832114,78.1,17.9751,1.2821,14.02001526,part3_cleaned.csv
0.08051,1.501,3.772,0.4687,2.091,3.808,3.916,1.643,3.916,1.403925,23.66715076,82.8096,27.5151,1.26035,21.83129238,part3_cleaned.csv
0.3941,1.694,3.488,0.9749,2.048,3.642,3.771,1.8,3.771,1.55313,18.77982736,82.2137,23.9797,1.414611,16.95143457,part3_cleaned.csv
0.5929,1.791,3.555,0.2185,2.342,3.823,3.959,1.764,3.959,1.446182,20.05577758,82.4926,23.9264,1.307245,18.30292034,part3_cleaned.csv
0.5784,1.385,3.48,0.869,1.911,3.635,0.5004,2.01,3.768,1.555506,30.55705077,84.2718,40.0558,1.412808,28.35191757,part4_cleaned.csv
0.2502,1.551,3.761,0.2954,2.008,3.974,0.2252,2.072,3.68,1.336989,20.68902243,59.805,16.5427,0.917542,18.02932114,part4_cleaned.csv
0.07777,1.649,3.557,0.852,1.874,3.935,0.4235,2.045,3.747,1.493648,17.96054823,69.8738,18.7449,1.213282,15.44971235,part4_cleaned.csv
0.4035,1.726,3.689,0.3406,1.983,3.988,0.311,1.664,3.753,1.461495,18.09609143,77.4025,20.4709,1.308681,15.64240097,part4_cleaned.csv
0.09407,1.345,3.71,0.8555,2.185,3.725,0.7701,2.025,3.927,1.316608,20.4036704,83.6073,22.46,1.195749,18.78316121,part4_cleaned.csv
0.2534,1.289,3.714,0.5599,2.009,3.973,0.2395,1.844,3.774,1.321042,28.987798,83.4422,31.9535,1.187394,26.91057621,part4_cleaned.csv
0.3595,1.798,3.406,0.2315,2.218,3.783,0.7555,1.683,3.998,1.152459,14.21546774,18.7957,3.0792,0.419674,7.33723619,part4_cleaned.csv
0.166,1.658,3.415,0.7907,2.114,3.718,0.5245,1.741,3.745,1.546358,15.82307371,64.6462,15.8177,1.200678,13.17399719,part4_cleaned.csv
0.2776,1.691,3.637,0.4543,1.935,3.626,0.8927,1.622,3.917,1.436027,23.07780772,79.7458,26.428,1.3016,20.30427453,part4_cleaned.csv
0.2393,1.696,3.425,0.4556,1.979,3.888,0.7473,1.811,3.652,1.589238,19.6532987,75.6262,23.6209,1.376972,17.15423582,part4_cleaned.csv
0.4882,1.373,3.755,0.453,1.894,3.739,0.7822,1.843,3.913,1.289705,30.20923032,83.5577,32.5549,1.147255,28.37634401,part4_cleaned.csv
0.3109,1.758,3.69,0.8012,2.395,3.867,0.959,1.656,3.79,0.116708,0.11743584,25.0105,0.0034,0.058359,0.05873721,part4_cleaned.csv
0.3925,1.783,3.633,0.2245,1.999,3.669,0.9583,1.786,3.677,1.499953,19.64198381,82.5154,24.3107,1.370465,17.73903829,part4_cleaned.csv
0.08247,1.475,3.405,0.6726,2.102,3.724,0.701,1.7,3.943,1.517221,15.74895084,48.4226,11.5704,0.945914,12.23197666,part4_cleaned.csv
0.1295,1.684,3.672,0.6547,1.847,3.802,0.825,1.996,3.81,1.465684,18.48415419,55.6567,15.0785,1.331749,11.32230502,part4_cleaned.csv
0.5396,1.583,3.701,0.4333,2.156,3.881,0.943,2.057,3.985,1.365216,23.40785918,82.2491,26.2842,1.231354,21.34574683,part4_cleaned.csv
0.4852,1.592,3.76,0.5772,2.256,3.959,0.5842,1.698,3.939,1.270198,3.50097649,51.9374,2.3096,1.07185,2.15479954,part4_cleaned.csv
0.4002,1.581,3.474,0.6752,1.842,3.724,0.2822,1.671,3.693,1.543252,23.68114104,82.0067,29.9702,1.384561,21.64596215,part4_cleaned.csv
0.3942,1.269,3.708,0.8755,2.218,3.633,0.5968,1.707,3.79,1.306229,13.72195072,78.8728,14.1372,1.187019,11.90981235,part4_cleaned.csv
0.2297,1.314,3.515,0.8143,2.265,3.885,0.2959,1.751,3.809,1.495039,13.11991503,71.8842,14.0999,1.377924,10.23274295,part4_cleaned.csv
0.2734,1.535,3.638,0.2464,2.186,3.677,0.5588,1.668,3.656,1.341365,4.06931842,59.6104,3.2538,1.211867,2.68494547,part4_cleaned.csv
0.5036,1.615,3.792,0.4977,2.15,3.658,0.4412,1.77,3.931,1.336822,20.83873192,77.2479,21.5195,1.208998,17.79942647,part4_cleaned.csv
0.3247,1.755,3.494,0.729,2.365,3.863,0.8725,2.098,3.9,1.539355,16.41819743,73.9072,18.6789,1.3302,14.04216564,part4_cleaned.csv
0.4628,1.207,3.577,0.4657,1.974,3.977,0.7317,2.075,3.732,1.453328,35.38614843,75.6106,38.8848,1.216906,31.95380769,part4_cleaned.csv
0.4014,1.507,3.541,0.5611,2.104,3.923,0.2465,1.649,3.769,1.454623,11.19868589,62.7002,10.2138,1.083172,9.429514,part4_cleaned.csv
0.05164,1.749,3.564,0.8821,2.344,3.638,0.4063,1.882,3.932,1.457388,6.50674291,52.6625,4.9939,1.278065,3.90739347,part4_cleaned.csv
0.3688,1.296,3.661,0.5832,2.161,3.706,0.6723,2.073,3.826,1.376484,31.0614839,84.9865,36.3365,1.244689,29.19325221,part4_cleaned.csv
0.2662,1.413,3.404,0.291,2.327,3.654,1.102,1.877,3.711,1.59812,12.97460656,52.943,10.9777,1.479796,7.41840331,part4_cleaned.csv
0.1366,1.414,3.56,0.6532,2.082,3.64,1.015,1.855,3.803,1.465327,22.45810179,80.3672,26.4476,1.319192,20.04834591,part4_cleaned.csv
0.5849,1.676,3.716,0.9948,2.003,3.663,0.2349,1.972,3.713,1.405202,20.49453775,81.4283,23.4505,1.277102,18.36227844,part4_cleaned.csv
0.5239,1.587,3.655,0.4181,1.883,3.912,0.5901,1.862,3.66,1.398801,23.51510718,82.783,27.2298,1.260897,21.59556678,part4_cleaned.csv
0.1924,1.414,3.787,0.2752,1.83,3.79,0.6298,1.799,3.97,1.260953,24.7178648,82.874,25.8302,1.122185,23.017772,part4_cleaned.csv
0.3307,1.537,3.435,0.3133,2.312,3.613,0.368,1.629,3.76,1.542867,4.74022138,59.4163,4.3454,1.417462,3.06564043,part4_cleaned.csv
0.1701,1.355,3.441,0.3066,1.866,3.664,0.5909,2.042,3.787,1.587368,24.55806045,82.6351,32.2134,1.443341,22.31861226,part4_cleaned.csv
0.5202,1.533,3.483,0.989,2.1,3.759,0.424,1.798,3.74,1.529478,24.12279411,72.5206,26.7567,1.25789,21.27107545,part4_cleaned.csv
0.5749,1.775,3.753,0.9863,2.137,3.609,0.9537,1.92,3.602,1.478139,17.84221465,80.7048,21.2845,1.351238,15.7518549,part4_cleaned.csv
0.2561,1.278,3.657,0.8709,1.814,3.753,0.2618,1.736,3.819,1.380001,30.09816584,84.7715,35.2103,1.248199,28.20886442,part4_cleaned.csv
0.2543,1.534,3.421,0.9423,1.827,3.895,0.6332,1.766,3.886,1.572057,23.43997246,74.1372,27.3188,1.319829,20.69874728,part4_cleaned.csv
0.4165,1.295,3.705,0.2382,2.167,3.662,0.6001,1.998,3.746,1.334306,31.85133738,84.8194,36.0478,1.203065,29.96325157,part4_cleaned.csv
0.1578,1.338,3.558,0.9064,1.834,3.879,0.861,1.754,3.805,1.463814,26.28523675,77.1034,29.6668,1.269989,23.35991867,part4_cleaned.csv
0.3569,1.518,3.518,0.5506,2.27,3.825,0.8551,1.805,3.984,1.472813,10.08860927,49.7971,7.3992,1.008701,7.33534834,part4_cleaned.csv
0.2867,1.288,3.567,0.3058,1.841,3.905,0.8304,1.615,3.848,1.432542,31.00007146,63.8693,28.3637,1.046119,27.11323098,part4_cleaned.csv
0.4127,1.736,3.518,0.4047,1.971,3.693,1.113,1.803,3.889,1.529195,19.83917623,82.904,25.1514,1.398215,17.98821437,part4_cleaned.csv
0.4634,1.595,3.445,0.9222,2.371,3.781,0.4505,2.028,3.664,1.562933,19.80054315,67.8405,20.9945,1.215131,17.27759754,part4_cleaned.csv
0.5859,1.722,3.736,0.5965,2.048,3.773,0.3174,2.054,3.854,1.435934,18.89488177,78.6034,21.3265,1.304256,16.35147951,part4_cleaned.csv
0.2915,1.561,3.75,0.21,1.906,3.979,0.3554,1.819,3.651,1.328051,22.2527934,81.2684,24.0171,1.192043,20.14788129,part4_cleaned.csv
0.4013,1.234,3.766,0.7254,2.151,3.971,0.359,1.875,3.895,1.269401,33.62814037,78.8156,33.6445,1.109661,30.31961841,part4_cleaned.csv
0.4881,1.634,3.686,0.6597,2.278,3.903,1.017,1.979,3.735,1.387734,18.76474829,77.7102,20.2361,1.243038,16.27954075,part4_cleaned.csv
0.1752,1.31,3.739,0.9762,2.207,3.804,0.3431,1.729,3.9,1.268708,13.6240799,70.764,12.2315,1.100354,11.11600188,part4_cleaned.csv
0.4543,1.324,3.463,0.3995,1.805,3.739,0.6774,2.085,3.793,1.570094,31.66711723,74.5286,37.0559,1.391757,26.62524218,part4_cleaned.csv
0.5867,1.519,3.652,0.9744,2.291,3.771,0.6618,1.776,3.863,1.351228,7.93943619,73.6148,7.8974,1.231696,6.41179807,part4_cleaned.csv
0.5331,1.497,3.765,0.6634,1.845,3.914,0.8749,1.924,3.893,1.362049,20.13174678,58.4091,16.016,1.222,13.10640717,part4_cleaned.csv
0.3747,1.239,3.63,0.8363,1.992,3.607,0.8776,1.712,3.921,1.403321,32.73866829,79.5951,36.5682,1.239279,29.50768392,part4_cleaned.csv
0.4333,1.386,3.633,0.2902,2.214,3.629,1.029,1.879,3.815,1.395771,29.17369725,73.7389,30.0263,1.23648,24.28372104,part4_cleaned.csv
0.2103,1.265,3.64,0.9168,2.105,3.947,0.2921,1.896,3.92,1.383712,28.07975214,74.9952,29.1389,1.172277,24.85664847,part4_cleaned.csv
0.1537,1.725,3.499,0.3671,1.998,3.841,0.639,2.1,3.999,1.54154,16.02415345,79.3364,19.5976,1.391807,14.08066028,part4_cleaned.csv
0.1105,1.462,3.772,0.8141,1.805,3.993,0.7237,2.078,3.924,1.473331,21.74611565,36.3745,11.6541,1.331423,8.75312029,part4_cleaned.csv
0.06792,1.658,3.472,0.3476,2.004,3.919,0.713,1.625,3.738,1.388789,8.56956594,62.534,7.4424,1.083899,6.86630302,part4_cleaned.csv
0.3313,1.712,3.692,0.2701,2.023,3.874,1.068,1.771,3.635,1.437058,18.83823319,81.2237,21.9886,1.305133,16.84777626,part4_cleaned.csv
0.1896,1.667,3.752,0.6933,2.304,3.712,0.2701,2.039,3.743,1.36557,16.3858574,79.1451,17.7095,1.240324,14.27814463,part4_cleaned.csv
0.0727,1.322,3.425,0.8151,1.969,3.679,0.4811,1.761,3.643,1.560875,22.50619361,67.8462,23.834,1.205886,19.76468615,part4_cleaned.csv
0.5177,1.449,3.631,0.9862,2.101,3.907,0.5356,2.094,3.98,1.404022,27.51073371,84.4716,32.6277,1.272395,25.64277411,part4_cleaned.csv
0.05671,1.53,3.799,0.7295,2.02,3.928,0.2851,2.059,3.713,1.284415,16.00180232,79.2439,16.287,1.130035,14.41280415,part4_cleaned.csv
0.3412,1.652,3.417,0.508,2.063,3.886,0.5748,1.949,3.671,1.601792,20.1425635,78.1433,25.2123,1.424788,17.69547946,part4_cleaned.csv
0.3375,1.577,3.594,0.2712,2.337,3.654,0.7416,1.922,3.849,1.423777,21.83966432,56.9777,17.7171,1.218885,14.5354884,part4_cleaned.csv
0.1314,1.419,3.614,0.5236,2.365,3.605,0.7218,1.963,3.715,1.39568,16.10750871,68.8082,15.4687,1.227417,12.60266639,part4_cleaned.csv
0.5723,1.52,3.758,0.5987,1.989,3.653,0.5613,1.999,3.608,1.332574,25.45010576,68.0203,23.0685,0.991449,23.26745919,part4_cleaned.csv
0.5333,1.513,3.746,0.4226,2.245,3.749,0.77,1.815,3.871,1.29455,17.65205742,69.4698,15.8749,1.162109,13.66038426,part4_cleaned.csv
0.1153,1.331,3.771,0.3955,1.895,3.757,0.9046,1.722,3.747,1.262979,25.49749724,84.0338,27.0612,1.138816,23.76261896,part4_cleaned.csv
0.09755,1.393,3.488,0.4648,2.076,3.748,0.3641,1.913,3.912,1.530057,20.28529184,77.5879,24.0815,1.354,17.78542687,part4_cleaned.csv
0.1874,1.681,3.73,0.3253,2.13,3.777,0.7944,2.082,3.961,1.39778,16.6742305,78.3239,18.2549,1.244533,14.66804588,part4_cleaned.csv
0.4455,1.482,3.545,0.5098,2.001,3.758,0.4893,2.067,3.925,1.488213,25.84184283,84.6708,32.5628,1.356487,24.00527384,part4_cleaned.csv
0.4029,1.754,3.638,0.9292,1.85,3.751,0.7568,1.836,3.684,1.479411,19.28368684,82.5209,23.542,1.348676,17.45561461,part4_cleaned.csv
0.4195,1.678,3.714,0.6893,1.979,3.896,0.2799,1.637,3.62,1.400846,15.04024984,79.0099,16.6467,1.271113,13.09612495,part4_cleaned.csv
0.459,1.245,3.446,0.7184,2.232,3.864,0.2572,1.97,3.939,2.751603,34.00885416,32.5724,30.4809,1.0306,29.57587302,part4_cleaned.csv
0.535,1.359,3.587,0.3054,1.858,3.731,0.3266,1.914,3.856,1.450579,31.12231668,85.2365,38.4803,1.316889,29.22063832,part4_cleaned.csv
0.2957,1.376,3.659,0.2767,2.155,3.803,0.7881,1.86,3.632,1.36607,25.55121277,77.804,27.1573,1.196464,22.69795124,part4_cleaned.csv
0.1895,1.742,3.575,0.9799,2.005,3.762,0.9757,1.999,3.835,1.501258,16.88206562,80.5386,20.412,1.355838,15.05486614,part4_cleaned.csv
0.0896,1.22,3.662,0.7369,2.327,3.667,0.8492,1.969,3.962,1.346345,19.71463197,67.8792,18.017,1.096286,16.43455087,part4_cleaned.csv
0.1712,1.228,3.553,0.6628,2.209,3.614,0.818,1.625,3.826,1.442573,7.3449615,73.1548,7.7512,1.327938,5.83703535,part4_cleaned.csv
0.2011,1.661,3.652,0.4328,2.293,3.761,0.537,2.047,3.649,1.413089,17.17038533,81.2979,19.7255,1.288156,15.31301357,part4_cleaned.csv
0.356,1.205,3.751,0.3018,2.251,3.615,0.2677,1.826,3.713,1.285143,31.94232911,79.7663,32.7444,1.15055,28.45980059,part4_cleaned.csv
0.372,1.221,3.55,0.5781,1.821,3.841,0.4398,1.691,3.67,1.473184,34.37064253,74.1442,37.5424,1.222925,30.69885154,part4_cleaned.csv
0.3543,1.665,3.581,0.666,2.011,3.761,0.5976,2.04,3.935,1.470717,19.81866417,81.6573,23.8012,1.322255,18.00045312,part4_cleaned.csv
0.3699,1.764,3.686,0.5087,2.208,3.838,0.3283,1.695,3.99,1.419271,6.31796097,45.3054,4.0625,1.118419,3.63234863,part4_cleaned.csv
0.1059,1.702,3.478,0.886,2.4,3.614,0.2094,1.769,3.641,1.487563,3.41094342,49.2037,2.4966,1.277792,1.95383436,part4_cleaned.csv
0.06396,1.701,3.689,0.2054,2.092,3.851,0.6165,1.704,3.855,1.409203,17.3100033,66.2882,16.1699,1.258231,12.8512709,part4_cleaned.csv
0.05722,1.338,3.517,0.4644,1.923,3.972,0.4125,2.02,3.774,1.484131,19.08799349,72.9099,20.6547,1.238187,16.68140999,part4_cleaned.csv
0.3538,1.364,3.574,0.4803,1.914,3.757,0.7533,1.734,3.84,1.457406,29.36503158,80.7007,34.5373,1.301985,26.52663658,part4_cleaned.csv
0.4079,1.534,3.508,0.4204,1.936,3.876,0.232,1.819,3.961,1.521379,24.19364248,82.9569,30.5345,1.383871,22.06457682,part4_cleaned.csv
0.1847,1.504,3.758,0.2895,2.085,3.901,0.2009,1.636,3.991,1.283004,19.41868697,70.7607,17.6295,1.130963,15.58803807,part4_cleaned.csv
0.0896,1.71,3.634,0.4358,2.295,3.655,0.3369,2.092,3.876,1.43553,13.35862478,80.2627,15.3917,1.315638,11.69906341,part4_cleaned.csv
0.5868,1.554,3.698,0.401,1.911,3.869,0.6357,1.703,3.992,1.357675,24.93522229,83.4168,28.2399,1.227952,22.99752236,part4_cleaned.csv
0.5778,1.358,3.575,0.2664,2.222,3.786,0.6642,1.673,3.817,1.431826,10.74590595,76.5727,11.7817,1.316627,8.94838522,part4_cleaned.csv
0.3574,1.367,3.785,0.3077,2.214,3.884,1.184,1.745,3.842,1.223554,10.09857141,76.1626,9.4108,1.105853,8.50996027,part4_cleaned.csv
0.05566,1.588,3.662,0.4852,1.829,3.692,0.3206,1.899,3.885,1.381374,18.43224989,83.4098,21.2377,1.260998,16.84195206,part4_cleaned.csv
0.5968,1.529,3.682,0.5058,1.843,3.94,0.4052,1.985,3.901,1.369005,25.61475096,82.7804,29.0284,1.221396,23.76656362,part4_cleaned.csv
0.08141,1.687,3.658,0.8261,2.065,3.975,0.4545,1.67,3.961,1.408624,13.80016908,68.7265,13.3599,1.191544,11.21226533,part4_cleaned.csv
0.3668,1.526,3.627,0.6046,2.117,3.864,0.2819,1.777,3.748,1.400707,22.41638781,78.8162,24.7473,1.242689,19.91434116,part4_cleaned.csv
0.5127,1.285,3.764,0.5642,2.326,3.822,0.3029,1.73,3.994,1.257212,17.27466378,80.7994,17.548,1.138728,15.4101295,part4_cleaned.csv
0.5244,1.658,3.637,0.3527,1.982,3.925,0.3231,2.079,3.751,1.442602,21.07036114,77.2918,23.4937,1.257319,18.68557587,part4_cleaned.csv
0.591,1.711,3.548,0.536,2.334,3.617,0.3344,1.812,3.731,1.466063,7.48620927,63.8387,7.0065,1.327322,5.27864557,part4_cleaned.csv
0.5377,1.556,3.66,0.2103,2.183,3.895,0.6253,1.823,3.795,1.369316,19.93391649,74.641,20.3739,1.191681,17.09675819,part4_cleaned.csv
0.1282,1.301,3.786,0.4964,1.855,3.788,0.4111,1.791,3.955,1.247604,25.29950182,84.1842,26.5717,1.123714,23.64631472,part4_cleaned.csv
0.4084,1.508,3.512,0.9628,2.245,3.63,0.7785,1.843,3.878,1.490098,16.72785419,66.2801,16.5211,1.208143,13.67477212,part4_cleaned.csv
0.4414,1.705,3.579,0.426,1.881,3.99,0.3076,1.808,3.969,1.493838,20.22958154,79.8857,24.1412,1.345246,17.94560376,part4_cleaned.csv
0.2293,1.253,3.532,0.8056,2.047,3.727,0.7579,1.788,3.712,1.478306,29.2672825,66.0139,28.5616,1.105602,25.83349653,part4_cleaned.csv
0.5745,1.655,3.518,0.351,2.131,3.737,0.338,1.764,3.911,1.504529,21.32686653,72.2819,23.193,1.302328,17.80887362,part4_cleaned.csv
0.2215,1.618,3.703,0.3181,2.329,3.809,0.3001,1.869,3.946,1.353155,15.87820513,62.6836,13.468,1.195437,11.26618027,part4_cleaned.csv
0.09099,1.439,3.436,0.3355,2.133,3.813,0.7087,1.854,3.839,1.539144,20.13453245,58.3231,18.0743,1.04996,17.21428532,part4_cleaned.csv
0.3367,1.625,3.712,0.2422,1.902,3.767,0.3519,1.633,3.65,1.374248,22.46792644,83.0917,25.6558,1.247091,20.57253626,part4_cleaned.csv
0.4985,1.253,3.551,0.6693,2.263,3.774,0.7611,2.082,3.747,1.479713,34.02866545,74.5935,37.5598,1.245374,30.15946042,part4_cleaned.csv
0.5369,1.244,3.429,0.9178,2.107,3.915,0.7633,2.074,3.64,3.766652,35.10109868,26.2268,34.6754,1.112047,31.18160945,part4_cleaned.csv
0.1535,1.441,3.615,0.2333,1.965,3.661,0.3569,1.822,3.635,1.414406,22.35172131,84.2683,26.6409,1.290379,20.6458115,part4_cleaned.csv
0.4511,1.394,3.416,0.5719,1.814,3.743,0.7302,2.022,3.733,1.599734,29.35796878,77.0598,36.1911,1.416588,25.54806803,part4_cleaned.csv
0.3147,1.374,3.541,0.5784,2.161,3.686,0.9233,1.841,3.892,1.46944,26.3880051,67.1277,26.0292,1.142158,22.78943962,part4_cleaned.csv
0.1556,1.744,3.48,0.643,2.114,3.918,0.9201,1.851,3.961,1.535016,17.32298225,70.6724,18.7925,1.26327,14.87609938,part4_cleaned.csv
0.4159,1.465,3.636,0.7466,2.214,3.977,0.4137,1.917,3.683,1.38571,23.39770621,76.0552,24.659,1.182133,20.85970219,part4_cleaned.csv
0.3729,1.333,3.504,0.7548,2.321,3.619,0.3166,1.943,3.783,1.518013,28.09041643,67.0169,28.5771,1.165668,24.51561023,part4_cleaned.csv
0.2422,1.742,3.594,0.7058,1.807,3.677,0.6392,1.802,3.684,1.483067,19.42501237,82.7536,23.8402,1.348491,17.67913538,part4_cleaned.csv
0.2653,1.425,3.507,0.6814,1.954,4.0,0.7685,1.796,3.988,1.49186,25.93054811,66.8643,25.8663,1.134967,22.7903538,part4_cleaned.csv
0.2824,1.672,3.471,0.5826,1.859,3.637,0.2722,1.724,3.692,1.551907,20.68419124,82.56,26.5017,1.407218,18.83270499,part4_cleaned.csv
0.08296,1.567,3.793,0.586,2.094,3.831,0.9295,1.958,3.946,1.293819,17.59053117,82.1438,18.6951,1.172891,15.93930359,part4_cleaned.csv
0.3403,1.761,3.481,0.7479,2.312,3.625,0.2726,2.093,3.779,1.558544,16.79638621,82.1849,21.5143,1.433267,15.01066839,part4_cleaned.csv
0.4339,1.764,3.614,0.6586,2.142,3.683,0.7231,1.996,3.914,1.491783,17.92108449,80.6674,21.5659,1.362241,15.83120336,part4_cleaned.csv
0.3725,1.469,3.458,0.9211,1.824,3.961,1.042,2.046,3.974,1.557438,23.77734738,72.1802,26.7296,1.333821,20.03987862,part4_cleaned.csv
0.1258,1.375,3.495,0.4155,2.085,3.99,0.6503,1.847,3.672,1.495783,21.86870348,57.7851,18.902,0.984098,19.2074113,part4_cleaned.csv
0.4976,1.577,3.765,0.6396,1.939,3.711,0.6655,1.875,3.959,1.330377,23.5525621,82.5462,25.8649,1.196735,21.61285504,part4_cleaned.csv
0.5878,1.401,3.731,0.9544,1.833,3.752,0.7489,1.676,3.608,1.309964,30.27924103,84.654,33.5778,1.179844,28.4594977,part4_cleaned.csv
0.1042,1.595,3.623,0.2286,2.07,3.881,0.9481,1.615,3.761,1.212951,1.482971,28.2215,0.5076,0.679741,0.74681481,part4_cleaned.csv
0.4193,1.498,3.586,0.3947,2.185,3.835,0.4771,1.803,3.626,1.421422,14.7726067,73.4037,15.4134,1.209149,12.74729594,part4_cleaned.csv
0.51,1.799,3.616,0.6345,2.135,3.857,0.3946,1.966,3.645,1.526507,17.1168462,76.6295,20.0225,1.378196,14.52805747,part4_cleaned.csv
0.1828,1.323,3.709,0.9727,2.27,3.887,0.7352,2.069,3.687,1.321384,24.89641448,82.4568,27.1264,1.188592,22.8223101,part4_cleaned.csv
