PEDOT-HTL (L1)>>thickness,PEDOT-HTL (L1)>>band gap,PEDOT-HTL (L1)>>electron affinity,N-CS2AgBiBr6 (L2)>>thickness,N-CS2AgBiBr6 (L2)>>band gap,N-CS2AgBiBr6 (L2)>>electron affinity,P-CsPb(I0.6Br0.4)3 (L3)>>thickness,P-CsPb(I0.6Br0.4)3 (L3)>>band gap,P-CsPb(I0.6Br0.4)3 (L3)>>electron affinity,Voc,Jsc,FF,eta,V_MPP,J_MPP,source_file
0.1187,1.692,3.673,0.2066,2.334,3.868,0.4281,1.937,3.998,1.406467,16.06166218,63.3183,14.3037,1.21698,11.75346911,part10_cleaned.csv
0.3604,1.307,3.582,0.6209,2.231,3.875,0.6346,1.872,3.961,1.434888,27.76662893,56.3404,22.4472,0.941097,23.85212644,part10_cleaned.csv
0.2657,1.715,3.767,0.2341,2.369,3.852,1.021,1.936,3.783,1.359254,5.2707765,51.0464,3.6571,1.136724,3.21725552,part10_cleaned.csv
0.2453,1.295,3.579,0.8574,1.958,3.706,0.5435,2.05,3.678,1.45712,28.55920886,83.5372,34.7633,1.315359,26.42875476,part10_cleaned.csv
0.2132,1.758,3.518,0.3229,2.024,3.707,1.002,1.916,3.804,1.533902,17.45230129,82.6334,22.1211,1.40823,15.70841054,part10_cleaned.csv
0.07015,1.651,3.661,0.9197,1.854,3.801,0.429,1.703,3.898,1.40866,20.59918266,83.6962,24.2863,1.283692,18.91912934,part10_cleaned.csv
0.5439,1.519,3.597,0.485,1.905,3.911,0.455,2.002,3.928,1.438327,25.55635799,84.0392,30.8915,1.303417,23.70036732,part10_cleaned.csv
0.253,1.542,3.458,0.7565,1.921,3.857,0.3819,1.94,3.646,1.565921,22.03001651,80.6068,27.8071,1.41289,19.68103147,part10_cleaned.csv
0.08318,1.508,3.581,0.9833,1.969,3.708,1.082,1.882,3.955,1.445538,19.63535157,83.6367,23.7391,1.321748,17.96042316,part10_cleaned.csv
0.4041,1.43,3.715,0.7358,2.208,3.941,0.9454,1.631,3.802,1.272957,5.03756684,68.9043,4.4186,1.159845,3.80961438,part10_cleaned.csv
0.5022,1.63,3.562,0.8997,2.316,3.678,0.2382,2.014,3.735,1.473496,21.33794983,83.3623,26.2103,1.345877,19.47449135,part10_cleaned.csv
0.05024,1.454,3.732,0.7772,2.366,3.633,0.6019,1.894,3.918,1.258923,6.2699015,56.1995,4.436,1.127259,3.93521953,part10_cleaned.csv
0.2211,1.23,3.49,0.409,1.865,3.706,0.3263,1.759,3.658,1.536911,30.53577833,78.2186,36.7086,1.339939,27.39572066,part10_cleaned.csv
0.3774,1.425,3.428,0.2243,1.923,3.622,0.5126,2.072,3.891,1.604691,27.00278852,84.7838,36.7378,1.469097,25.00703415,part10_cleaned.csv
0.1627,1.738,3.7,0.2228,1.908,3.784,0.9468,1.672,3.716,1.441404,22.21682358,82.1174,26.2968,1.306715,20.124353,part10_cleaned.csv
0.5114,1.506,3.564,0.6029,2.04,3.969,0.6699,1.826,3.905,1.454725,25.69222772,73.6685,27.5337,1.217841,22.60860679,part10_cleaned.csv
0.2652,1.325,3.512,0.4582,2.146,3.673,0.4807,1.652,3.663,1.488607,10.64938647,62.6398,9.9301,1.370589,7.24515161,part10_cleaned.csv
0.4958,1.677,3.581,0.2002,2.36,3.841,0.8685,1.644,3.838,0.414995,0.4154204,25.0059,0.0431,0.207507,0.20774931,part10_cleaned.csv
0.4582,1.274,3.774,0.2709,2.256,3.618,0.389,1.773,3.681,1.252689,22.11301438,77.9119,21.5822,1.130087,19.09778829,part10_cleaned.csv
0.1324,1.209,3.532,0.4289,1.843,3.931,0.5523,1.864,3.625,1.47805,27.21231739,71.7352,28.8527,1.190001,24.24597252,part10_cleaned.csv
0.4198,1.377,3.497,0.3929,1.975,3.964,0.6695,2.097,3.955,1.527361,29.16840522,76.8551,34.2395,1.311853,26.10008257,part10_cleaned.csv
0.08832,1.222,3.522,0.7639,1.887,3.998,0.4708,2.04,3.946,1.582647,23.9434259,60.2111,22.8164,1.086689,20.99623287,part10_cleaned.csv
0.0647,1.755,3.745,0.5541,1.948,3.862,0.8338,2.077,3.88,1.53107,15.25787323,54.3453,12.6955,1.387514,9.14983815,part10_cleaned.csv
0.1195,1.487,3.8,0.49,2.113,3.619,0.9132,1.802,3.754,1.258056,20.61205462,80.8065,20.954,1.137949,18.41386844,part10_cleaned.csv
0.2466,1.773,3.611,0.2112,2.27,3.866,1.081,1.648,3.922,0.075103,0.07592354,24.9794,0.0014,0.03756,0.03792209,part10_cleaned.csv
0.5452,1.549,3.441,0.242,2.095,3.883,0.8766,1.744,3.878,1.542314,21.81617534,51.7083,17.3985,0.963129,18.06455806,part10_cleaned.csv
0.4659,1.209,3.581,0.5253,2.159,3.815,0.7163,1.635,3.968,1.432861,14.33693979,75.2569,15.4599,1.316021,11.7474641,part10_cleaned.csv
0.1706,1.649,3.694,0.8853,2.114,3.624,0.552,1.642,3.91,1.344371,6.29686105,55.7289,4.7176,1.206463,3.91030106,part10_cleaned.csv
0.1411,1.425,3.484,0.3174,2.328,3.793,0.4648,1.836,3.74,1.506847,7.5890141,60.2551,6.8905,1.389518,4.9588845,part10_cleaned.csv
0.2991,1.641,3.565,0.2481,2.038,3.862,1.138,1.671,3.785,1.421764,13.93794481,63.8716,12.6571,1.139147,11.11103072,part10_cleaned.csv
0.06851,1.511,3.721,0.8493,2.285,3.976,0.6674,2.041,3.959,1.31259,15.67362012,79.9923,16.4568,1.185396,13.88298606,part10_cleaned.csv
0.5756,1.797,3.402,0.57,2.326,3.851,0.521,1.792,3.759,1.482844,1.86826684,30.9523,0.8575,0.908412,0.94394109,part10_cleaned.csv
0.2885,1.565,3.721,0.4654,2.304,3.816,1.075,1.805,3.794,1.289718,4.57003734,63.5248,3.7442,1.166147,3.21073503,part10_cleaned.csv
0.3166,1.262,3.553,0.8622,2.132,3.603,0.2564,1.81,3.925,1.474049,30.7695723,75.4625,34.2267,1.253017,27.31539639,part10_cleaned.csv
0.06996,1.409,3.656,0.8017,2.368,3.774,0.2209,2.087,3.986,1.362439,15.68795989,81.0059,17.3141,1.239108,13.97303595,part10_cleaned.csv
0.4219,1.636,3.444,0.8859,2.054,3.961,0.5407,1.696,3.989,1.502437,18.52293126,57.3647,15.9643,1.007777,15.84113998,part10_cleaned.csv
0.5541,1.504,3.45,0.6357,2.051,3.631,0.7203,2.08,3.654,1.582912,25.98180607,84.564,34.7786,1.447941,24.01932645,part10_cleaned.csv
0.5573,1.507,3.665,0.7507,1.861,3.874,0.442,1.711,3.646,1.375219,26.28709846,84.4184,30.5177,1.246708,24.47861714,part10_cleaned.csv
0.214,1.495,3.516,0.8646,2.164,3.619,0.8913,1.719,3.946,1.457734,9.08149978,54.823,7.2577,1.127569,6.43659239,part10_cleaned.csv
0.5608,1.656,3.485,0.6096,2.135,3.939,0.8286,1.962,3.95,1.537666,21.45689353,76.4458,25.2222,1.341174,18.80603995,part10_cleaned.csv
0.2947,1.417,3.419,0.7594,2.131,3.774,0.5683,1.917,3.855,1.590023,25.82329549,66.6568,27.369,1.20473,22.71796086,part10_cleaned.csv
0.3238,1.679,3.543,0.9741,1.851,3.881,0.803,1.757,3.829,1.49668,20.97511056,82.9493,26.0403,1.359858,19.14926475,part10_cleaned.csv
0.3405,1.744,3.628,0.9843,2.026,3.893,0.3706,1.614,3.907,1.461689,14.04726038,71.1819,14.6156,1.277884,11.43734116,part10_cleaned.csv
0.1148,1.314,3.62,0.9651,2.202,3.804,0.8079,2.042,3.91,1.40453,21.9687218,80.4625,24.8273,1.259925,19.70538004,part10_cleaned.csv
0.2988,1.765,3.513,0.6392,2.041,3.846,0.4616,1.826,3.722,1.54558,18.33101547,80.8324,22.9015,1.405528,16.29386454,part10_cleaned.csv
0.5751,1.268,3.631,0.9394,2.291,3.893,0.4009,1.982,3.945,1.396814,33.29009288,67.4346,31.3571,1.074916,29.17169336,part10_cleaned.csv
0.3384,1.747,3.408,0.3618,2.012,3.765,0.3392,1.889,3.969,1.618334,18.13642443,82.4155,24.1896,1.487914,16.2573829,part10_cleaned.csv
0.07208,1.702,3.426,0.8237,1.863,3.684,0.3209,1.783,3.702,1.584906,18.7829182,81.1396,24.1546,1.424909,16.95165407,part10_cleaned.csv
0.3523,1.645,3.734,0.2855,2.025,3.691,0.5374,1.679,3.866,1.373362,22.16368146,77.9657,23.7318,1.244639,19.06720805,part10_cleaned.csv
0.4529,1.218,3.696,0.6856,2.223,3.657,0.9673,1.877,3.842,1.335733,31.94086333,76.7909,32.7624,1.166797,28.07894975,part10_cleaned.csv
0.4496,1.349,3.558,0.7946,1.917,3.634,0.7811,1.893,3.985,1.479263,30.77805982,85.0689,38.7309,1.343691,28.82424812,part10_cleaned.csv
0.2795,1.557,3.736,0.8327,1.891,3.81,0.3774,1.77,3.867,1.3297,22.745087,83.639,25.2959,1.204354,21.0037061,part10_cleaned.csv
0.5163,1.582,3.784,0.6593,1.824,3.832,0.2049,2.089,3.735,1.32374,23.52745343,82.0891,25.566,1.193819,21.4153373,part10_cleaned.csv
0.09331,1.759,3.462,0.3107,1.837,3.768,0.449,1.974,3.805,1.568607,16.77697382,81.4701,21.4401,1.430235,14.99057916,part10_cleaned.csv
0.3425,1.444,3.681,0.3398,2.046,3.807,0.5733,1.742,3.898,1.351322,26.02480125,79.9086,28.1021,1.210654,23.21236593,part10_cleaned.csv
0.1473,1.325,3.771,0.6661,2.373,3.726,0.833,1.739,3.922,1.222763,6.35445063,73.7018,5.7266,1.113472,5.1430318,part10_cleaned.csv
0.4366,1.533,3.513,0.7896,2.366,3.775,0.5951,1.853,3.92,1.488094,9.26690109,69.8345,9.6302,1.369593,7.03142086,part10_cleaned.csv
0.1109,1.456,3.797,0.6647,1.87,3.82,0.4898,2.017,3.73,1.344647,20.89518232,64.6742,18.1713,0.941705,19.29614696,part10_cleaned.csv
0.5241,1.425,3.645,0.9917,1.846,3.759,0.9549,1.885,3.834,1.397137,28.72374295,77.2458,30.9995,1.250323,24.79319913,part10_cleaned.csv
0.06662,1.335,3.441,0.8355,2.252,3.651,0.8418,1.62,3.966,1.499611,2.22084782,36.5992,1.2189,1.086437,1.12192629,part10_cleaned.csv
0.1433,1.383,3.598,0.5803,1.983,3.649,0.8643,1.799,3.725,1.431834,24.15256534,83.4713,28.8664,1.301251,22.18360981,part10_cleaned.csv
0.4291,1.737,3.427,0.6493,1.921,3.69,0.8862,1.857,3.875,1.598034,19.40435641,82.637,25.6248,1.457962,17.57573439,part10_cleaned.csv
0.09543,1.624,3.513,0.2475,2.385,3.705,0.6627,1.671,3.895,0.639402,0.6695701,24.7068,0.1058,0.317851,0.33278472,part10_cleaned.csv
0.2291,1.532,3.744,0.7263,2.361,3.643,0.5218,2.053,3.732,1.310038,19.98649389,82.5508,21.6143,1.188498,18.1862446,part10_cleaned.csv
0.3242,1.476,3.444,0.4589,2.31,3.71,0.8733,2.073,3.793,1.570687,24.13268322,70.7475,26.8168,1.27322,21.06215614,part10_cleaned.csv
0.2289,1.552,3.784,0.4385,1.961,3.705,0.2329,1.801,3.708,1.297557,21.39865769,83.1557,23.089,1.174683,19.65550432,part10_cleaned.csv
0.5033,1.223,3.605,0.8559,2.271,3.664,0.6422,1.818,3.76,1.418472,22.20308949,69.4432,21.8708,1.292962,16.91523864,part10_cleaned.csv
0.5371,1.335,3.511,0.9747,1.996,3.939,0.6549,1.85,3.629,1.507038,31.98169951,67.7829,32.6698,1.153618,28.31939099,part10_cleaned.csv
0.2117,1.688,3.548,0.4727,2.249,3.945,0.2362,1.93,3.953,1.48221,16.92004691,73.4558,18.422,1.269377,14.51264247,part10_cleaned.csv
0.4906,1.228,3.707,0.9103,2.276,3.986,0.2755,1.967,3.696,1.324226,33.15179596,72.2712,31.7274,1.079023,29.40383832,part10_cleaned.csv
0.05098,1.708,3.713,0.5127,1.98,3.973,0.2683,1.862,3.659,1.428653,15.93503234,79.6868,18.1412,1.28995,14.06349216,part10_cleaned.csv
0.1441,1.695,3.695,0.2713,1.84,3.618,0.5849,1.845,3.936,1.408552,18.77834514,83.0062,21.9554,1.28398,17.09946672,part10_cleaned.csv
0.4576,1.224,3.486,0.3268,2.074,3.85,0.8633,2.038,3.671,1.542927,35.0865028,72.9548,39.4948,1.252479,31.53327463,part10_cleaned.csv
0.5362,1.442,3.544,0.4105,2.137,3.855,0.3094,1.68,3.939,1.461341,20.26059886,52.9771,15.6853,0.957829,16.37586131,part10_cleaned.csv
0.4132,1.204,3.431,0.8042,2.164,3.662,0.6664,1.973,3.963,1.595882,34.93032663,65.4225,36.4695,1.180904,30.88273035,part10_cleaned.csv
0.09317,1.778,3.798,0.436,2.021,3.732,1.012,1.669,3.867,1.378678,20.34803149,73.9133,20.7352,1.23805,16.74826356,part10_cleaned.csv
0.5601,1.399,3.548,0.5068,2.384,3.726,0.2925,1.986,3.741,1.476198,27.33962213,68.2104,27.5288,1.163993,23.65033208,part10_cleaned.csv
0.1643,1.471,3.694,0.4966,2.219,3.665,0.2427,2.017,3.748,1.337459,20.28002721,83.743,22.7142,1.21676,18.6677713,part10_cleaned.csv
0.3754,1.729,3.697,0.9626,1.823,3.807,0.3067,1.807,3.745,1.445859,19.76717797,82.2171,23.4981,1.31514,17.86736275,part10_cleaned.csv
0.2044,1.23,3.544,0.7141,2.312,3.915,0.637,1.914,3.84,1.472471,20.57212433,57.6814,17.4728,1.353926,12.90525823,part10_cleaned.csv
0.232,1.685,3.529,0.9546,1.994,3.945,0.5818,1.75,3.646,1.501222,19.02708702,76.939,21.9768,1.309771,16.7790921,part10_cleaned.csv
0.5877,1.482,3.711,0.9027,1.806,3.721,0.3656,2.001,3.765,1.33327,27.13576901,84.4704,30.5608,1.20381,25.38674705,part10_cleaned.csv
0.5846,1.337,3.762,0.9623,2.224,3.849,0.3718,2.05,3.661,1.278935,32.21931061,84.624,34.8705,1.148216,30.36931092,part10_cleaned.csv
0.3054,1.405,3.478,0.6969,1.953,3.618,0.5226,1.612,3.948,1.51214,26.35905924,67.3541,26.8464,1.173276,22.88155237,part10_cleaned.csv
0.4609,1.385,3.6,0.5298,2.119,3.701,0.7309,1.755,3.708,1.415341,25.15645807,70.1832,24.9887,1.158967,21.56119515,part10_cleaned.csv
0.2969,1.232,3.727,0.4145,1.967,3.754,0.3703,1.685,3.665,1.309726,32.17178401,82.6741,34.8358,1.170979,29.74924493,part10_cleaned.csv
0.2076,1.662,3.675,0.4701,2.167,3.805,0.2913,2.014,3.701,1.403366,17.48938194,80.99,19.8782,1.276259,15.57536028,part10_cleaned.csv
0.5399,1.293,3.661,0.6755,2.279,3.933,0.7991,2.082,3.904,1.371738,33.06750203,77.3931,35.1054,1.192139,29.44744773,part10_cleaned.csv
0.2178,1.643,3.566,0.7951,2.068,3.645,0.8092,2.038,3.913,1.47367,18.40937489,82.6037,22.4098,1.338683,16.74021281,part10_cleaned.csv
0.1761,1.272,3.747,0.603,2.275,3.903,0.2783,1.746,3.674,1.263272,12.25602934,79.381,12.2903,1.142555,10.75687275,part10_cleaned.csv
0.3888,1.21,3.521,0.2686,2.203,3.999,0.5171,1.975,3.98,2.191856,34.42691398,37.0061,27.9244,0.942993,29.61251393,part10_cleaned.csv
0.06062,1.397,3.609,0.3131,1.819,3.997,1.074,1.791,3.928,1.416457,21.88226064,81.4187,25.236,1.276827,19.764588,part10_cleaned.csv
0.465,1.642,3.767,0.7164,2.159,3.835,0.4168,2.041,3.645,1.364942,20.57434573,78.4971,22.0442,1.230838,17.90988394,part10_cleaned.csv
0.4295,1.545,3.465,0.8542,1.88,3.88,0.4895,1.914,3.939,1.559899,24.14988971,80.2891,30.246,1.398947,21.62054801,part10_cleaned.csv
0.1386,1.474,3.688,0.8324,1.977,3.702,0.5145,2.015,3.839,1.349909,20.45120954,82.8381,22.8693,1.213701,18.84263973,part10_cleaned.csv
0.4361,1.75,3.593,0.93,1.95,3.844,0.7913,1.956,3.819,1.500892,18.58966815,79.9249,22.2999,1.357589,16.42610338,part10_cleaned.csv
0.4956,1.553,3.562,0.7395,2.318,3.67,0.8901,1.987,3.81,1.46203,21.64177208,77.9481,24.6635,1.30916,18.83918299,part10_cleaned.csv
0.5626,1.715,3.786,0.437,1.953,3.799,0.6488,1.777,3.617,1.426887,20.28038203,82.2594,23.8041,1.298811,18.32758211,part10_cleaned.csv
0.3626,1.781,3.618,0.2806,2.388,3.716,0.2761,1.89,3.75,1.466046,7.95093618,59.4149,6.9257,1.290043,5.36855472,part10_cleaned.csv
0.2441,1.468,3.422,0.8256,1.907,3.691,0.8123,1.743,3.861,1.584671,24.9191706,75.4002,29.7745,1.350558,22.04610138,part10_cleaned.csv
0.3483,1.471,3.41,0.287,2.39,3.711,0.4248,2.014,3.872,1.603236,24.40403938,55.2503,21.6169,1.072129,20.16262275,part10_cleaned.csv
0.1168,1.654,3.499,0.7843,1.901,3.873,0.5486,1.668,3.902,1.516744,21.51258879,77.2901,25.219,1.329218,18.97282972,part10_cleaned.csv
0.3071,1.798,3.742,0.5073,2.048,3.943,0.5159,2.085,3.924,1.511258,15.7010298,70.983,16.8431,1.326069,12.70149619,part10_cleaned.csv
0.08026,1.233,3.445,0.3839,1.97,3.762,0.3993,1.741,3.852,1.544247,24.1948136,60.0964,22.4537,1.065915,21.06519357,part10_cleaned.csv
0.4934,1.359,3.635,0.6729,2.223,3.939,0.4287,1.825,3.603,1.382613,15.95129535,78.4042,17.2916,1.244605,13.89327633,part10_cleaned.csv
0.08362,1.568,3.506,0.9563,2.014,3.616,0.5662,1.606,3.873,1.477613,15.30992975,65.4467,14.8055,1.234317,11.99485353,part10_cleaned.csv
0.301,1.324,3.566,0.8368,2.199,3.869,0.325,1.656,3.885,1.442283,11.8049536,72.6419,12.3681,1.326641,9.32284413,part10_cleaned.csv
0.1413,1.59,3.623,0.3759,1.91,3.984,0.4509,1.702,3.904,1.416205,21.40636484,81.2245,24.6239,1.278026,19.26712246,part10_cleaned.csv
0.5043,1.243,3.719,0.7754,2.224,3.765,0.2725,1.785,3.746,1.308279,27.03492989,75.1268,26.5718,1.124605,23.62764942,part10_cleaned.csv
0.06568,1.6,3.573,0.4708,2.32,3.859,0.4832,2.002,3.756,1.435894,13.96442099,72.8245,14.6024,1.240952,11.76705331,part10_cleaned.csv
0.3502,1.668,3.438,0.9585,2.176,3.804,0.2558,1.622,3.676,1.52504,4.37421033,54.309,3.6229,1.200714,3.01726687,part10_cleaned.csv
0.2095,1.488,3.602,0.8313,2.357,3.749,0.5186,1.98,3.806,1.411506,18.06967738,73.2938,18.6939,1.217246,15.35755264,part10_cleaned.csv
0.09728,1.377,3.725,0.3082,1.935,3.677,0.3866,1.649,3.867,1.307005,24.02770036,82.786,25.9984,1.182511,21.98573898,part10_cleaned.csv
0.4247,1.251,3.61,0.6836,2.294,3.732,0.9889,1.767,3.819,1.405771,14.3039595,80.4121,16.1693,1.288728,12.5467433,part10_cleaned.csv
0.573,1.291,3.557,0.2703,1.951,3.741,0.6358,1.821,3.769,1.479219,33.56227802,82.2814,40.8494,1.327936,30.76155708,part10_cleaned.csv
0.4183,1.227,3.471,0.6175,1.949,3.729,0.8809,2.081,3.827,1.558957,34.44339095,77.3336,41.5248,1.34058,30.97527008,part10_cleaned.csv
0.2248,1.254,3.58,0.94,1.956,3.858,0.2668,1.777,3.99,1.442795,29.51766888,75.0359,31.9562,1.220005,26.19352782,part10_cleaned.csv
0.4121,1.259,3.521,0.6449,1.923,3.73,0.5416,1.711,3.814,1.498221,33.14640058,71.5023,35.5085,1.207253,29.41264547,part10_cleaned.csv
0.2911,1.737,3.727,0.3682,2.148,3.853,0.4404,1.676,3.703,1.349469,2.32458089,37.1432,1.1652,0.947618,1.22957161,part10_cleaned.csv
0.5975,1.252,3.542,0.2061,1.941,3.698,0.716,1.758,3.63,1.489529,34.97307594,76.8517,40.0347,1.284764,31.16112325,part10_cleaned.csv
0.1444,1.644,3.449,0.3071,2.226,3.72,0.3982,1.751,3.801,1.49989,9.74632899,45.5254,6.6551,1.056101,6.30157154,part10_cleaned.csv
0.4299,1.454,3.737,0.2593,2.371,3.894,0.2004,1.958,3.675,1.296885,19.93558329,82.6911,21.3791,1.173783,18.21383336,part10_cleaned.csv
0.5269,1.462,3.576,0.5824,2.357,3.68,0.2107,1.939,3.611,1.448467,23.19242758,77.9038,26.1706,1.281754,20.41778474,part10_cleaned.csv
0.1079,1.539,3.546,0.2553,1.884,3.602,0.3942,2.016,3.648,1.479052,18.46758957,83.4302,22.7886,1.355533,16.81151886,part10_cleaned.csv
0.5171,1.583,3.747,0.296,2.315,3.844,0.634,1.735,3.831,1.285298,4.65717212,62.2192,3.7244,1.154333,3.22641001,part10_cleaned.csv
0.3955,1.339,3.68,0.3433,2.187,3.864,0.7582,1.852,3.823,1.340777,28.01433278,70.0304,26.3041,1.084404,24.25670981,part10_cleaned.csv
0.1083,1.387,3.572,0.9937,2.098,3.942,0.999,1.767,3.818,1.403976,17.58812379,57.1444,14.1108,0.933784,15.11147494,part10_cleaned.csv
0.5971,1.676,3.674,0.2725,2.101,3.877,0.6991,1.822,3.709,1.422961,19.96106422,79.8708,22.6864,1.285189,17.65215799,part10_cleaned.csv
0.4435,1.461,3.467,0.4671,2.097,3.984,0.4064,2.007,3.995,1.550401,26.56625315,73.438,30.2479,1.283015,23.57564369,part10_cleaned.csv
0.2306,1.203,3.538,0.4363,2.347,3.872,0.3824,1.964,3.936,1.484461,28.36094929,53.3845,22.4753,1.36263,16.49402418,part10_cleaned.csv
0.1352,1.241,3.594,0.3662,2.328,3.972,0.3244,1.77,3.816,1.412246,10.84327866,75.0341,11.4903,1.297738,8.85406174,part10_cleaned.csv
0.4752,1.352,3.654,0.9294,2.036,3.832,0.4016,1.884,3.94,1.383057,30.83953942,84.3483,35.9769,1.248484,28.81648235,part10_cleaned.csv
0.4034,1.509,3.436,0.8214,2.134,3.806,0.3507,1.684,3.687,1.555615,10.272461,56.5772,9.041,1.062727,8.50738876,part10_cleaned.csv
0.4623,1.253,3.508,0.8126,2.031,3.885,0.6931,1.817,3.8,1.511109,33.63015525,60.166,30.5757,1.036224,29.50680632,part10_cleaned.csv
0.2483,1.546,3.446,0.2016,2.292,3.85,0.6812,1.791,3.9,1.531981,6.50664771,43.2637,4.3126,1.409305,3.06005674,part10_cleaned.csv
0.296,1.581,3.471,0.437,2.19,3.909,0.8224,2.018,3.82,1.54233,21.19112464,73.8715,24.144,1.306227,18.48373345,part10_cleaned.csv
0.3524,1.29,3.416,0.9529,2.171,3.915,0.6711,2.048,3.772,3.313886,30.88943182,28.8191,29.5005,1.085188,27.18465583,part10_cleaned.csv
0.1625,1.411,3.583,0.6858,2.06,3.796,0.2657,1.934,3.953,1.445558,22.41245269,83.5932,27.0829,1.316608,20.57022955,part10_cleaned.csv
0.07043,1.343,3.582,0.4817,1.927,3.87,0.6201,1.725,3.986,1.42835,23.17492685,72.5204,24.0056,1.184485,20.26674448,part10_cleaned.csv
0.1478,1.692,3.407,0.9519,2.164,3.84,0.3602,1.861,3.61,1.575203,15.73303231,69.2316,17.1575,1.25779,13.64095842,part10_cleaned.csv
0.06701,1.75,3.624,0.5467,1.984,3.95,0.341,2.073,3.842,1.493138,14.62289087,78.0327,17.0377,1.344658,12.67062038,part10_cleaned.csv
0.08543,1.275,3.583,0.4408,2.079,3.687,0.9423,1.649,3.662,1.389265,9.44236475,52.8167,6.9285,0.970459,7.13937371,part10_cleaned.csv
0.2207,1.389,3.698,0.4945,2.145,3.79,0.7878,1.932,3.715,1.334464,25.11829916,83.6155,28.0275,1.206825,23.22415062,part10_cleaned.csv
0.3157,1.472,3.773,0.4613,2.119,3.886,0.4428,1.912,3.996,1.278613,24.61752835,83.542,26.2959,1.152856,22.80935456,part10_cleaned.csv
0.5659,1.704,3.415,0.2117,1.972,3.661,0.8237,1.945,3.6,1.613077,20.41381429,83.9216,27.6346,1.485058,18.60842383,part10_cleaned.csv
0.3421,1.441,3.532,0.2755,1.844,3.973,0.6544,1.82,3.778,1.496001,26.47451697,81.0957,32.1187,1.340724,23.95623934,part10_cleaned.csv
0.2856,1.701,3.649,0.3921,2.222,3.988,0.5828,2.065,3.691,1.450579,17.80875976,73.635,19.0222,1.268187,14.99949029,part10_cleaned.csv
0.5921,1.201,3.562,0.5672,1.887,3.643,0.3509,1.965,3.975,1.479729,36.86800147,84.8005,46.2626,1.337303,34.59395865,part10_cleaned.csv
0.4171,1.246,3.48,0.258,2.118,3.937,0.4998,1.928,3.854,1.612103,33.6302201,56.7523,30.7685,1.045601,29.42661091,part10_cleaned.csv
0.196,1.387,3.584,0.4626,2.22,3.665,1.031,1.822,3.719,1.414725,17.24515518,61.5351,15.0128,1.103882,13.60001744,part10_cleaned.csv
0.2094,1.375,3.709,0.8548,2.272,3.901,0.318,1.832,3.944,1.301416,17.6383994,68.4461,15.7117,1.059492,14.82950076,part10_cleaned.csv
0.4646,1.639,3.717,0.2883,1.965,3.696,0.2083,1.906,3.648,1.379056,21.19479932,81.9861,23.9636,1.25188,19.14207683,part10_cleaned.csv
0.4004,1.445,3.613,0.8885,2.38,3.809,0.4227,1.984,3.826,1.405062,21.71926641,71.1549,21.7143,1.159696,18.72410625,part10_cleaned.csv
0.5388,1.771,3.496,0.5989,1.942,3.714,0.7198,1.686,3.966,1.53899,21.20404573,80.586,26.2975,1.377777,19.08688524,part10_cleaned.csv
0.2136,1.762,3.486,0.6435,1.913,3.658,0.3311,2.054,3.977,1.554567,17.17550909,82.5983,22.0541,1.427272,15.45194772,part10_cleaned.csv
0.4942,1.316,3.646,0.9008,2.199,3.811,0.5239,2.017,3.719,1.391234,32.10023713,83.4646,37.2744,1.251012,29.7954276,part10_cleaned.csv
0.3946,1.633,3.482,0.9133,2.236,3.752,0.3478,1.749,3.754,1.501327,7.34654222,60.3337,6.6545,1.197903,5.55515954,part10_cleaned.csv
0.461,1.421,3.733,0.2604,1.887,3.671,1.107,1.728,3.881,1.307739,28.63602598,84.465,31.6308,1.178327,26.84385171,part10_cleaned.csv
0.3124,1.543,3.45,0.2136,2.025,3.846,1.094,1.797,3.629,1.542019,22.83730014,67.3777,23.7274,1.1854,20.01639413,part10_cleaned.csv
0.2538,1.585,3.412,0.9873,1.834,3.7,1.007,1.811,3.931,1.582316,22.12101864,80.5225,28.1848,1.40076,20.12109374,part10_cleaned.csv
0.2067,1.538,3.536,0.7215,1.826,3.851,0.4347,2.046,3.877,1.49122,22.10329131,83.2075,27.4259,1.355187,20.23773865,part10_cleaned.csv
0.5019,1.37,3.552,0.6256,2.306,3.708,0.5634,1.902,3.751,1.466449,24.08515467,63.6656,22.4864,1.099251,20.45614667,part10_cleaned.csv
0.2439,1.743,3.495,0.5609,2.16,3.841,0.2109,1.982,3.791,1.544978,16.54443038,80.8006,20.6533,1.411374,14.6334461,part10_cleaned.csv
0.2173,1.771,3.47,0.2645,2.221,3.609,0.3498,2.092,3.831,1.566449,15.29463918,81.8027,19.5985,1.443166,13.5802227,part10_cleaned.csv
0.4095,1.752,3.795,0.6615,2.329,3.746,0.8859,2.096,3.93,1.440986,16.72948778,76.3149,18.3972,1.311393,14.0287486,part10_cleaned.csv
0.1711,1.528,3.74,0.7228,2.109,3.792,0.3328,2.086,3.722,1.31193,19.36188587,82.9519,21.071,1.188088,17.73519512,part10_cleaned.csv
0.2221,1.317,3.533,0.7034,1.819,3.967,0.4389,1.79,3.926,1.480009,28.2010985,72.8519,30.4068,1.213003,25.06741882,part10_cleaned.csv
0.1954,1.654,3.406,0.2026,1.825,3.724,1.026,1.804,3.709,1.602742,20.33585688,81.1207,26.4398,1.436585,18.4046098,part10_cleaned.csv
